 --(1)step--(2)V_n--(3) I_n--
      0     6         0         6
   1000     6         0         6
   2000     7         1         6
   3000     6         0         6
   4000     6         0         6
   5000     6         0         6
   6000     6         0         6
   7000     6         0         6
   8000     7         1         6
   9000     6         0         6
  10000     6         0         6
  11000     6         0         6
  12000     6         0         6
  13000     6         0         6
  14000     6         0         6
  15000     6         0         6
  16000     6         0         6
  17000     6         0         6
  18000     6         0         6
  19000     6         0         6
  20000     6         0         6
  21000     6         0         6
  22000     6         0         6
  23000     6         0         6
  24000     7         1         6
  25000     6         0         6
  26000     6         0         6
  27000     6         0         6
  28000     6         0         6
  29000     6         0         6
  30000     6         0         6
  31000     6         0         6
  32000     6         0         6
  33000     6         0         6
  34000     6         0         6
  35000     6         0         6
  36000     6         0         6
  37000     6         0         6
  38000     6         0         6
  39000     6         0         6
  40000     6         0         6
  41000     6         0         6
  42000     6         0         6
  43000     6         0         6
  44000     7         1         6
  45000     6         0         6
  46000     6         0         6
  47000     6         0         6
  48000     6         0         6
  49000     6         0         6
  50000     6         0         6
  51000     6         0         6
  52000     6         0         6
  53000     6         0         6
  54000     6         0         6
  55000     6         0         6
  56000     6         0         6
  57000     6         0         6
  58000     6         0         6
  59000     6         0         6
  60000     6         0         6
  61000     6         0         6
  62000     6         0         6
  63000     6         0         6
  64000     6         0         6
  65000     7         1         6
  66000     6         0         6
  67000     6         0         6
  68000     6         0         6
  69000     6         0         6
  70000     6         0         6
  71000     6         0         6
  72000     6         0         6
  73000     6         0         6
  74000     6         0         6
  75000     6         0         6
  76000     6         0         6
  77000     6         0         6
  78000     6         0         6
  79000     6         0         6
  80000     6         0         6
  81000     6         0         6
  82000     6         0         6
  83000     6         0         6
  84000     6         0         6
  85000     6         0         6
  86000     6         0         6
  87000     6         0         6
  88000     6         0         6
  89000     6         0         6
  90000     6         0         6
  91000     6         0         6
  92000     6         0         6
  93000     6         0         6
  94000     6         0         6
  95000     6         0         6
  96000     6         0         6
  97000     6         0         6
  98000     6         0         6
  99000     6         0         6
 100000     6         0         6
 101000     6         0         6
 102000     6         0         6
 103000     6         0         6
 104000     6         0         6
 105000     6         0         6
 106000     6         0         6
 107000     6         0         6
 108000     6         0         6
 109000     6         0         6
 110000     6         0         6
 111000     6         0         6
 112000     6         0         6
 113000     6         0         6
 114000     6         0         6
 115000     6         0         6
 116000     6         0         6
 117000     6         0         6
 118000     6         0         6
 119000     6         0         6
 120000     6         0         6
 121000     6         0         6
 122000     6         0         6
 123000     6         0         6
 124000     6         0         6
 125000     6         0         6
 126000     6         0         6
 127000     6         0         6
 128000     6         0         6
 129000     6         0         6
 130000     6         0         6
 131000     6         0         6
 132000     6         0         6
 133000     6         0         6
 134000     6         0         6
 135000     6         0         6
 136000     6         0         6
 137000     6         0         6
 138000     6         0         6
 139000     6         0         6
 140000     6         0         6
 141000     6         0         6
 142000     6         0         6
 143000     6         0         6
 144000     6         0         6
 145000     6         0         6
 146000     6         0         6
 147000     6         0         6
 148000     6         0         6
 149000     6         0         6
 150000     6         0         6
 151000     6         0         6
 152000     6         0         6
 153000     6         0         6
 154000     6         0         6
 155000     6         0         6
 156000     6         0         6
 157000     6         0         6
 158000     6         0         6
 159000     6         0         6
 160000     6         0         6
 161000     6         0         6
 162000     6         0         6
 163000     6         0         6
 164000     6         0         6
 165000     6         0         6
 166000     6         0         6
 167000     6         0         6
 168000     6         0         6
 169000     6         0         6
 170000     6         0         6
 171000     6         0         6
 172000     6         0         6
 173000     6         0         6
 174000     6         0         6
 175000     6         0         6
 176000     6         0         6
 177000     6         0         6
 178000     6         0         6
 179000     6         0         6
 180000     6         0         6
 181000     6         0         6
 182000     6         0         6
 183000     6         0         6
 184000     6         0         6
 185000     7         1         6
 186000     6         0         6
 187000     6         0         6
 188000     6         0         6
 189000     6         0         6
 190000     6         0         6
 191000     6         0         6
 192000     6         0         6
 193000     6         0         6
 194000     6         0         6
 195000     6         0         6
 196000     6         0         6
 197000     6         0         6
 198000     6         0         6
 199000     6         0         6
