 -(1)step---(2)V_n---(3)J_n-----(4)n2----(5)n3---(6)n4
  97000     6        2298    0      0      0
  98000     6        2298    0      0      0
  99000     6        2298    0      0      0
 100000     6        2298    0      0      0
 101000     6        2298    0      0      0
 102000     6        2298    0      0      0
 103000     6        2298    0      0      0
 104000     6        2298    0      0      0
 105000     6        2298    0      0      0
 106000     6        2298    0      0      0
 107000     6        2298    0      0      0
 108000     6        2298    0      0      0
 109000     6        2298    0      0      0
 110000     6        2298    0      0      0
 111000     6        2298    0      0      0
 112000     6        2298    0      0      0
 113000     6        2298    0      0      0
 114000     6        2298    0      0      0
 115000     6        2298    0      0      0
 116000     6        2298    0      0      0
 117000     6        2298    0      0      0
 118000     6        2298    0      0      0
 119000     6        2298    0      0      0
 120000     6        2298    0      0      0
 121000     6        2298    0      0      0
 122000     6        2298    0      0      0
 123000     6        2298    0      0      0
 124000     6        2298    0      0      0
 125000     6        2298    0      0      0
 126000     6        2298    0      0      0
 127000     6        2298    0      0      0
 128000     6        2298    0      0      0
 129000     6        2298    0      0      0
 130000     6        2298    0      0      0
 131000     6        2298    0      0      0
 132000     6        2298    0      0      0
 133000     6        2298    0      0      0
 134000     6        2298    0      0      0
 135000     6        2298    0      0      0
 136000     6        2298    0      0      0
 137000     6        2298    0      0      0
 138000     6        2298    0      0      0
 139000     6        2298    0      0      0
 140000     6        2298    0      0      0
 141000     6        2298    0      0      0
 142000     6        2298    0      0      0
 143000     6        2298    0      0      0
 144000     6        2298    0      0      0
 145000     6        2298    0      0      0
 146000     6        2298    0      0      0
 147000     6        2298    0      0      0
 148000     6        2298    0      0      0
 149000     6        2298    0      0      0
 150000     6        2298    0      0      0
 151000     6        2298    0      0      0
 152000     6        2298    0      0      0
 153000     6        2298    0      0      0
 154000     6        2298    0      0      0
 155000     6        2298    0      0      0
 156000     6        2298    0      0      0
 157000     6        2298    0      0      0
 158000     6        2298    0      0      0
 159000     6        2298    0      0      0
 160000     6        2298    0      0      0
 161000     6        2298    0      0      0
 162000     6        2298    0      0      0
 163000     6        2298    0      0      0
 164000     6        2298    0      0      0
 165000     6        2298    0      0      0
 166000     6        2298    0      0      0
 167000     6        2298    0      0      0
 168000     6        2298    0      0      0
 169000     6        2298    0      0      0
 170000     6        2298    0      0      0
 171000     6        2298    0      0      0
 172000     6        2298    0      0      0
 173000     6        2298    0      0      0
 174000     6        2298    0      0      0
 175000     6        2298    0      0      0
 176000     6        2298    0      0      0
 177000     6        2298    0      0      0
 178000     6        2298    0      0      0
 179000     6        2298    0      0      0
 180000     6        2298    0      0      0
 181000     6        2298    0      0      0
 182000     6        2298    0      0      0
 183000     6        2298    0      0      0
 184000     6        2298    0      0      0
 185000     7        2296    1      0      0
 186000     6        2298    0      0      0
 187000     6        2298    0      0      0
 188000     6        2298    0      0      0
 189000     6        2298    0      0      0
 190000     6        2298    0      0      0
 191000     6        2298    0      0      0
 192000     6        2298    0      0      0
 193000     6        2298    0      0      0
 194000     6        2298    0      0      0
 195000     6        2298    0      0      0
 196000     6        2298    0      0      0
 197000     6        2298    0      0      0
 198000     6        2298    0      0      0
 199000     6        2298    0      0      0
