 -(1)step---(2)V_n---(3)J_n-----(4)n2----(5)n3---(6)n4
      0     6        2298    0      0      0
   1000     6        2298    0      0      0
   2000     7        2296    1      0      0
   3000     6        2298    0      0      0
   4000     6        2298    0      0      0
   5000     6        2298    0      0      0
   6000     6        2298    0      0      0
   7000     6        2298    0      0      0
   8000     7        2296    1      0      0
   9000     6        2298    0      0      0
  10000     6        2298    0      0      0
  11000     6        2298    0      0      0
  12000     6        2298    0      0      0
  13000     6        2298    0      0      0
  14000     6        2298    0      0      0
  15000     6        2298    0      0      0
  16000     6        2298    0      0      0
  17000     6        2298    0      0      0
  18000     6        2298    0      0      0
  19000     6        2298    0      0      0
  20000     6        2298    0      0      0
  21000     6        2298    0      0      0
  22000     6        2298    0      0      0
  23000     6        2298    0      0      0
  24000     7        2296    1      0      0
  25000     6        2298    0      0      0
  26000     6        2298    0      0      0
  27000     6        2298    0      0      0
  28000     6        2298    0      0      0
  29000     6        2298    0      0      0
  30000     6        2298    0      0      0
  31000     6        2298    0      0      0
  32000     6        2298    0      0      0
  33000     6        2298    0      0      0
  34000     6        2298    0      0      0
  35000     6        2298    0      0      0
  36000     6        2298    0      0      0
  37000     6        2298    0      0      0
  38000     6        2298    0      0      0
  39000     6        2298    0      0      0
  40000     6        2298    0      0      0
  41000     6        2298    0      0      0
  42000     6        2298    0      0      0
  43000     6        2298    0      0      0
  44000     7        2296    1      0      0
  45000     6        2298    0      0      0
  46000     6        2298    0      0      0
  47000     6        2298    0      0      0
  48000     6        2298    0      0      0
  49000     6        2298    0      0      0
  50000     6        2298    0      0      0
  51000     6        2298    0      0      0
  52000     6        2298    0      0      0
  53000     6        2298    0      0      0
  54000     6        2298    0      0      0
  55000     6        2298    0      0      0
  56000     6        2298    0      0      0
  57000     6        2298    0      0      0
  58000     6        2298    0      0      0
  59000     6        2298    0      0      0
  60000     6        2298    0      0      0
  61000     6        2298    0      0      0
  62000     6        2298    0      0      0
  63000     6        2298    0      0      0
  64000     6        2298    0      0      0
  65000     7        2296    1      0      0
  66000     6        2298    0      0      0
  67000     6        2298    0      0      0
  68000     6        2298    0      0      0
  69000     6        2298    0      0      0
  70000     6        2298    0      0      0
  71000     6        2298    0      0      0
  72000     6        2298    0      0      0
  73000     6        2298    0      0      0
  74000     6        2298    0      0      0
  75000     6        2298    0      0      0
  76000     6        2298    0      0      0
  77000     6        2298    0      0      0
  78000     6        2298    0      0      0
  79000     6        2298    0      0      0
  80000     6        2298    0      0      0
  81000     6        2298    0      0      0
  82000     6        2298    0      0      0
  83000     6        2298    0      0      0
  84000     6        2298    0      0      0
  85000     6        2298    0      0      0
  86000     6        2298    0      0      0
  87000     6        2298    0      0      0
  88000     6        2298    0      0      0
  89000     6        2298    0      0      0
  90000     6        2298    0      0      0
  91000     6        2298    0      0      0
  92000     6        2298    0      0      0
  93000     6        2298    0      0      0
  94000     6        2298    0      0      0
  95000     6        2298    0      0      0
  96000     6        2298    0      0      0
